         2636495 function calls (2508677 primitive calls) in 34.254 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/concrete/expr_with_intlimits.py:5(ReorderError)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/integrals/transforms.py:1284(CosineTransform)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/diophantine/diophantine.py:224(Univariate)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/ode/single.py:2485(NthLinearEulerEqNonhomogeneousVariationOfParameters)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/ode/single.py:2844(LieGroup)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/plotting/series.py:1742(Line3DBaseSeries)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/guards.py:591(GuardCodeList)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/guards.py:2140(Replacer)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_functorch/_aot_autograd/functional_utils.py:365(FunctionalTensorMetadataEq)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/tensor.py:1476(DataPtrVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/misc.py:1110(GetSetDescriptorVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/misc.py:908(AutogradEngineVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/_infra.py:264(Invocation)
        3    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/symbolic_opset9.py:1954(wrap_logical_op_with_cast_to)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/io_adapter.py:200(BindInputStep)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/io_adapter.py:262(LiftParametersAndBuffersIntoArgsInputStep)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/remote_cache.py:113(RemoteCacheJsonSerde)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_functorch/_aot_autograd/autograd_cache.py:238(AOTAutogradCacheDetails)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/config.py:1645(_update_garbage_collection_guard)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/mosaic/python/_tpu_gen.py:421(DeviceIdOp)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/tree_util.py:771(_RegistryWithKeypathsEntry)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/source_info_util.py:208(_SourceInfoContext)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/sharding_impls.py:702(AxisEnv)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/socketserver.py:828(_SocketWriter)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/ma/core.py:7090(_frommethod)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/custom_transpose.py:48(StoreEqual)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/custom_derivatives.py:720(CustomVJPPrimal)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/exc.py:134(CondOpArgsMismatchError)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/fx/experimental/symbolic_shapes.py:1528(RelaxedUnspecConstraint)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/calculus/quadrature.py:260(TanhSinh)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/ctx_mp_python.py:33(mpnumeric)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/utilities/decorator.py:95(no_attrs_in_subclass)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/decorators.py:195(_SympifyWrapper)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/numberfields/modules.py:1746(ModuleHomomorphism)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/series/series.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/integrals/transforms.py:986(FourierTransform)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/integrals/transforms.py:1165(SineTransform)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/integrals/transforms.py:1224(InverseSineTransform)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/ode/single.py:912(RiccatiSpecial)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/source.py:639(GlobalStateSource)
        4    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_utils/_inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:2873(__init__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/logging/__init__.py:981(setLevel)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/unittest/mock.py:1311(_check_spec_arg_typos)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/core.py:2119(Token)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/core.py:2385(CallPrimitive)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/errors.py:46(ConcretizationTypeError)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/tree_util.py:490(Partial)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/stages.py:420(CompiledCallParams)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/interpreters/mlir.py:1086(UnconstrainedVariants)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/state/types.py:193(RefIndexer)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/http/server.py:142(ThreadingHTTPServer)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/profiler.py:277(StepTraceAnnotation)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/ma/core.py:927(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/ma/extras.py:1826(mr_class)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/interpreters/pxla.py:1797(MutationData)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/interpreters/pxla.py:2126(AllArgsInfo)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/filelock/_windows.py:53(WindowsFileLock)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/numpy/index_tricks.py:53(_Mgrid)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/debugger/core.py:133(Debugger)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/exc.py:73(InvalidBackend)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/getpass.py:25(GetPassWarning)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/exc.py:69(TorchRuntimeError)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/utils.py:3527(Lit)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/fx/experimental/symbolic_shapes.py:2135(SymExprPrinter)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/fx/experimental/symbolic_shapes.py:2195(LoggingShapeGuardPrinter)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/calculus/extrapolation.py:728(cohen_alt_class)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/parameters.py:70(evaluate)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/kind.py:36(KindMeta)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/numbers.py:2720(RationalConstant)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/numbers.py:2733(IntegerConstant)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/function.py:857(UndefSageHelper)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/ntheory/qs.py:8(SievePolynomial)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/rootoftools.py:151(RootOf)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/tensor/array/sparse_ndim_array.py:104(ImmutableSparseNDimArray)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/integrals/transforms.py:1343(InverseCosineTransform)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/simplify/hyperexpand.py:809(FormulaCollection)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/ode/single.py:1687(HomogeneousCoeffBest)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/plotting/series.py:1800(SurfaceBaseSeries)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_numpy/linalg.py:15(LinAlgError)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/base.py:122(AttributeMutation)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/source.py:537(TupleIteratorGetItemSource)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/source.py:724(CallMethodItemSource)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/source.py:736(ShapeEnvSource)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/source.py:745(BackwardStateSource)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:380(DynamoTLS)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1110(ExportResult)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/testing/_internal/logging_tensor.py:146(GatherTraceback)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/device_interface.py:296(CpuDeviceProperties)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/tensor/_op_schema.py:121(StrategyType)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/fsdp/_fully_shard/_fully_shard.py:458(UnshardHandle)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/fsdp/_fully_shard/_fsdp_common.py:59(FSDPMeshInfo)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_higher_order_ops/triton_kernel_wrap.py:148(Param)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/higher_order_ops.py:2812(InvokeSubgraphHigherOrderVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/misc.py:1450(LoggingLoggerVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/errors.py:28(UnsupportedOperatorError)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/_exporter_legacy.py:633(UnsatisfiedDependencyError)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/fx/patcher.py:27(ONNXTorchPatcher)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/output_code.py:280(CompiledFxGraphConstantsWithGm)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/output_code.py:257(CompiledFxGraphConstants)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/utils.py:912(LineContext)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/remote_cache.py:319(RemoteBundledAutotuneCache)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_functorch/_aot_autograd/runtime_wrappers.py:170(AliasOfInputHandler)
        4    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:3047(_max_dispatcher)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/glob.py:240(_ishidden)
        4    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_core/fromnumeric.py:2584(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/core.py:2332(SomeTracer)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/core.py:3219(OpaqueTraceState)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/pretty_printer.py:163(_SourceMapDoc)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/interpreters/partial_eval.py:2474(BoundedAxisSize)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/ma/extras.py:339(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/interpreters/pxla.py:1179(ResultsHandler)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/calculus/inverselaplace.py:39(FixedTalbot)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/kind.py:165(_BooleanKind)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/polyerrors.py:30(PolynomialDivisionFailed)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/domains/groundtypes.py:26(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/domains/gmpyfinitefield.py:9(GMPYFiniteField)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/special/bessel.py:788(hankel2)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/special/mathieu_functions.py:9(MathieuBase)
        3    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/strategies/core.py:16(exhaust)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/ode/single.py:1932(NthOrderReducible)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/guards.py:2126(Config)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/fsdp/_fully_shard/_fsdp_common.py:70(DDPMeshInfo)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/misc.py:457(InspectParameterVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/torch_function.py:134(GetMethodMode)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/csv.py:134(unix_dialect)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_functorch/_aot_autograd/schemas.py:903(__post_init__)
        1    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/core.py:2415(ClosedCallPrimitive)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/core.py:2540(NamedAxisEffect)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/errors.py:229(TracerArrayConversionError)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/pretty_printer.py:272(_Line)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/interpreters/mlir.py:848(LoweringRule)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/http/server.py:130(HTTPServer)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/socketserver.py:662(_NoThreads)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/ma/core.py:884(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/ma/extras.py:283(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/filelock/_unix.py:36(UnixFileLock)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/monitoring.py:29(EventListenerWithMetadata)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/interpreters/ad.py:1161(CustomJVPException)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/numpy/linalg.py:51(QRResult)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/numpy/setops.py:868(_UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/debugger/core.py:150(register_debugger)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/nn/functions.py:46(Unspecified)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/exc.py:80(ResetRequired)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/fx/experimental/symbolic_shapes.py:319(ConstraintViolationError)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/fx/experimental/symbolic_shapes.py:1701(SymbolicContext)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/_sympy/functions.py:513(CleanDiv)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/calculus/inverselaplace.py:354(deHoog)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/cache.py:45(__cacheit)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/sympify.py:17(SympifyError)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/singleton.py:133(Singleton)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/orderings.py:242(_ItemGetter)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/numberfields/modules.py:1889(EndomorphismRing)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/agca/modules.py:454(FreeModulePolyRing)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/integrals/transforms.py:1047(InverseFourierTransform)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/simplify/hyperexpand.py:926(MeijerFormulaCollection)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/ode/single.py:839(Factorable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/plotting/series.py:2122(GenericDataSeries)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_numpy/_dtypes.py:16(generic)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:693(RunOnlyContext)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:815(_CheckpointFrame)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/checkpoint.py:1300(_CachedTorchDispatchMode)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/types.py:73(ProfilerStartHook)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/functions.py:404(WrappedUserFunctionVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/fsdp/api.py:328(LocalStateDictConfig)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/nn/jit/templates/remote_module_template.py:5(get_remote_module_template)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/fsdp/_fully_shard/_fsdp_state.py:48(FSDPStateContext)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/misc.py:1546(TorchVersionVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/nn_module.py:1105(FSDPManagedNNModuleVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/nn_module.py:1094(UnspecializedBuiltinNNModuleVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/codecache.py:3044(CacheEntry)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/codecache.py:3129(CacheEntry)
