         2636495 function calls (2508677 primitive calls) in 34.254 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/numbers.py:1955(__lt__)
        2    0.000    0.000    0.000    0.000 {built-in method _operator.ior}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/tree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/special/bessel.py:970(yn)
        7    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_compiler.py:410(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/elementary/hyperbolic.py:1737(acoth)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/tensor/_random.py:157(OffsetBasedRNGTracker)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/gymnasium/wrappers/common.py:370(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/named_sharding.py:74(NamedSharding)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/ml_dtypes/_iinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/ml_dtypes/_finfo.py:283(_float6_e3m2fn_finfo)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/special/error_functions.py:2525(fresnelc)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/version.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_decomp/decompositions_for_rng.py:18(register_rng_decomposition)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/elementary/hyperbolic.py:1206(asinh)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/functions.py:582(SkipFunctionVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/printing/mathml.py:540(MathMLPresentationPrinter)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/plotting/intervalmath/interval_membership.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/_infra.py:46(Tag)
       24    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/traceback_util.py:34(register_exclusion)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/fsdp/_fully_shard/_fsdp_state.py:67(disable_if_config_true)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/elementary/hyperbolic.py:1884(asech)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/interpreters/mlir.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/ode/riccati.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/nn_module.py:764(UnspecializedNNModuleVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/matrices/linalg.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/logging/__init__.py:1509(info)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/opt_einsum/backends/tensorflow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/multidimensional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/elementary/hyperbolic.py:1070(csch)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/elementary/hyperbolic.py:1141(sech)
       58    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_core/arrayprint.py:1047(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/densetools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'ge' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/elementary/hyperbolic.py:2080(acsch)
      102    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_core/multiarray.py:180(concatenate)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/mlir/dialects/_stablehlo_ops_gen.py:109(AllGatherOp)
       15    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/deprecations.py:93(register)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_core/getlimits.py:112(_float_to_str)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_address.py:12(Address)
       13    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/util.py:655(decorator)
        2    0.000    0.000    0.000    0.000 {method 'gt' of 'torch._C.TensorBase' objects}
       44    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:509(iscode)
       73    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:2200(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/domains/rationalfield.py:14(RationalField)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/config.py:643(string_state)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/config.py:333(_add_hooks)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/combinatorial/numbers.py:188(fibonacci)
       49    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/interpreters/mlir.py:2182(lower_fun)
        5    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/_config_module.py:589(get_tristate_env)
        4    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/copy.py:218(_deepcopy_dict)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/symbolic_convert.py:2674(InstructionTranslator)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/dtypes.py:436(_issubdtype_cached)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/state/types.py:290(AbstractRef)
       44    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_parser.py:76(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/elementary/hyperbolic.py:1572(atanh)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/functions/elliptic.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/symbolic_opset18.py:95(_reduce_with_dtype)
       19    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/overrides.py:2064(_push_mode)
       14    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/_sympy/functions.py:1292(OpaqueUnaryFn)
       10    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/printing/pretty/pretty_symbology.py:172(<lambda>)
       10    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_ops.py:695(_namespace)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/config.py:260(State)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/matrices/repmatrix.py:23(RepMatrix)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/script_object.py:14(deco)
      117    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py:180(__init__)
       46    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/functools.py:1008(__init__)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/ast.py:498(generic_visit)
       17    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/ctx_mp_python.py:597(make_mpf)
       46    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/dataclasses.py:646(<genexpr>)
       28    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/profile_muzero.py:344(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'ne' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/_sympy/reference.py:212(PythonReferenceAnalysis)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/gymnasium/envs/registration.py:312(find_highest_version)
       61    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/symbolic_helper.py:1718(_apply_params)
       15    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/numpy/scalar_types.py:39(__hash__)
       19    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/overrides.py:2068(_pop_mode)
       24    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/ctx_iv.py:397(make_mpf)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/algebras/quaternion.py:58(Quaternion)
        2    0.000    0.000    0.000    0.000 {method 'le' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/matrices/dense.py:27(DenseMatrix)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/uuid.py:142(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
       86    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/lax/lax.py:3442(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/guards.py:603(GuardBuilder)
       13    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/functools.py:841(dispatch)
        1    0.000    0.000    0.000    0.000 {method 'remainder' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/utilities/mathml/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:706(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/cpu_vec_isa.py:203(VecAMX)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/serialization.py:278(add_safe_globals)
        6    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/_pytree.py:699(_is_leaf)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/lib/_ufunclike_impl.py:140(isneginf)
        4    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/config.py:802(bool_flag)
       11    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_library/utils.py:58(parse_namespace)
        4    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/domains/gaussiandomains.py:54(__neg__)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/libmp/libmpi.py:454(mpi_from_str)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/matrices/expressions/matmul.py:24(MatMul)
       78    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_core/_internal.py:904(<genexpr>)
       77    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/re/_compiler.py:431(_get_iscased)
       56    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/torch.py:363(TorchInGraphFunctionVariable)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/library.py:717(register_fake)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/matrices/calculus.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/utilities/decorator.py:126(doctest_depends_on)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/_print_helpers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/calculus/quadrature.py:461(__init__)
        3    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/core/intfunc.py:162(igcd)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/printing/preview.py:1(<module>)
       35    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/_shard/sharded_tensor/__init__.py:482(_sharded_op_impl)
      145    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:2787(annotation)
       26    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_core/getlimits.py:721(max)
       17    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/backends/__init__.py:56(__getattr__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/core.py:734(Tracer)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/functions/special/bessel.py:1036(SphericalHankelBase)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_notification.py:18(Notification)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/numpy/_core/arrayprint.py:50(_make_options_dict)
        2    0.000    0.000    0.000    0.000 {method 'bitwise_and' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/solvers/pde.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/geometry/point.py:42(Point)
       31    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_logging/_internal.py:139(is_off_by_default)
       35    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/interpreters/batching.py:984(defbroadcasting)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/sets/ordinals.py:81(__new__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_web_request.py:15(WebRequest)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_web_response.py:15(WebResponse)
        1    0.000    0.000    0.000    0.000 {method '__invert__' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:709(__call__)
        9    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/external/pythonmpq.py:93(_new_check)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.pos}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/basearray.py:32(Array)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_translation_metadata.py:15(TranslationMetadata)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/calculus/odes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/codecache.py:2724(PyCodeCache)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/utilities/timeutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/printing/precedence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/opt_einsum/paths.py:32(PathOptimizer)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/typing.py:1374(__instancecheck__)
        3    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/calculus/inverselaplace.py:668(__init__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/logging/__init__.py:1497(debug)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/sets/sets.py:1784(EmptySet)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/eval_frame.py:1769(TorchPatcher)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/pgo.py:160(FrameStateSizeEntry)
        7    0.000    0.000    0.000    0.000 <frozen os>:797(decode)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/mesh.py:205(Mesh)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/opt_einsum/backends/theano.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/variables/user_defined.py:641(UserDefinedObjectVariable)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
       11    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_inductor/codecache.py:937(FxGraphCache)
       15    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/config.py:784(__init__)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/ctx_mp_python.py:612(_set_prec)
       10    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/printing/pretty/pretty_symbology.py:176(<lambda>)
       71    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/inspect.py:758(getmro)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_tensor.py:1108(__rfloordiv__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/printing/pycode.py:682(MpmathPrinter)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/logic/boolalg.py:64(Boolean)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/plotting/plot_implicit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/gymnasium/wrappers/common.py:90(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/sets/sets.py:1000(Interval)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/guards.py:163(GuardManagerWrapper)
        2    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/utils/_pytree.py:720(__post_init__)
       44    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/numpy/array_methods.py:1063(_forward_method_to_aval)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/fnmatch.py:74(translate)
       25    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/fx/experimental/recording.py:228(record_shapeenv_event)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/densearith.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jaxlib/mlir/dialects/_stablehlo_ops_gen.py:1379(ConvolutionOp)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/simplify/ratsimp.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/fractions.py:582(_operator_fallbacks)
        3    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/config.py:809(int_flag)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/interpreters/ad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/rings.py:196(PolyRing)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/matrices/reductions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/polys/domains/gmpyrationalfield.py:12(GMPYRationalField)
       38    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/colorama/ansi.py:12(code_to_chars)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/distributed/tensor/_sharding_prop.py:42(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_functorch/_aot_autograd/runtime_wrappers.py:766(AOTDedupeWrapper)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/jax/_src/interpreters/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/socketserver.py:155(BaseServer)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/torch/_dynamo/comptime.py:288(_Comptime)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/function_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/mpmath/ctx_mp_python.py:39(_mpf)
        1    0.000    0.000    0.000    0.000 /Users/dleonenko/gym-narde/venv/lib/python3.13/site-packages/sympy/strategies/core.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.13/3.13.1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/ast.py:58(literal_eval)
        1    0.000    0.000    0.000    0.000 {method 'neg' of 'torch._C.TensorBase' objects}
